priority,name,lifeDates,artworkCount,slug,status,note,imageUrl,imagePageUrl,imageSource,sourceUrl,license,imageType,imageStatus,imageNotes,commonsSearchUrl,wikidataSearchUrl,mnavSearchUrl,wikidataId
599,Eduardo Sarlós,1938-1998,1,eduardo-sarlos,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q5819707,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Eduardo%20Sarl%C3%B3s%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Eduardo%20Sarl%C3%B3s&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Eduardo%20Sarl%C3%B3s,Q5819707
600,Eduardo Sixto Acevedo,1933-,1,eduardo-sixto-acevedo,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42387531,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Eduardo%20Sixto%20Acevedo%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Eduardo%20Sixto%20Acevedo&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Eduardo%20Sixto%20Acevedo,Q42387531
601,Eduardo Víctor Haedo,1901-1970,1,eduardo-victor-haedo,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Eduardo_V%C3%ADctor_Haedo.jpg,https://commons.wikimedia.org/wiki/File:Eduardo_V%C3%ADctor_Haedo.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q2561833,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Eduardo%20V%C3%ADctor%20Haedo%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Eduardo%20V%C3%ADctor%20Haedo&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Eduardo%20V%C3%ADctor%20Haedo,Q2561833
602,Efraín Morales Sánchez,1962-,1,efrain-morales-sanchez,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q2890018,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Efra%C3%ADn%20Morales%20S%C3%A1nchez%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Efra%C3%ADn%20Morales%20S%C3%A1nchez&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Efra%C3%ADn%20Morales%20S%C3%A1nchez,Q2890018
603,Elena Molinari,1956-,1,elena-molinari,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q3721459,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Elena%20Molinari%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Elena%20Molinari&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Elena%20Molinari,Q3721459
604,Elena Pasquali Marchesi,1908-2003,1,elena-pasquali-marchesi,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q5829204,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Elena%20Pasquali%20Marchesi%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Elena%20Pasquali%20Marchesi&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Elena%20Pasquali%20Marchesi,Q5829204
605,Elena Sánchez Castellanos,1930-,1,elena-sanchez-castellanos,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42387135,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Elena%20S%C3%A1nchez%20Castellanos%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Elena%20S%C3%A1nchez%20Castellanos&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Elena%20S%C3%A1nchez%20Castellanos,Q42387135
606,Elia Laporte,,1,elia-laporte,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q59418276,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Elia%20Laporte%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Elia%20Laporte&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Elia%20Laporte,Q59418276
607,Elmer W. Schofield,1866-1944,1,elmer-w-schofield,necesita imagen,,,,,,,,artist_not_found_in_wikidata,,https://commons.wikimedia.org/w/index.php?search=Elmer%20W.%20Schofield%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Elmer%20W.%20Schofield&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Elmer%20W.%20Schofield,
608,Eloisa Ibarra,1968-,1,eloisa-ibarra,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/EloisaIbarra2021.jpg,https://commons.wikimedia.org/wiki/File:EloisaIbarra2021.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q36068986,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Eloisa%20Ibarra%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Eloisa%20Ibarra&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Eloisa%20Ibarra,Q36068986
609,Eloy Tarciso,1955-,1,eloy-tarciso,necesita imagen,,,,,,,,artist_not_found_in_wikidata,,https://commons.wikimedia.org/w/index.php?search=Eloy%20Tarciso%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Eloy%20Tarciso&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Eloy%20Tarciso,
610,Ema Real de Azúa,1914-,1,ema-real-de-azua,necesita imagen,,,,,,,,artist_not_found_in_wikidata,,https://commons.wikimedia.org/w/index.php?search=Ema%20Real%20de%20Az%C3%BAa%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Ema%20Real%20de%20Az%C3%BAa&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Ema%20Real%20de%20Az%C3%BAa,
611,Ema Vanoni,1895-1970,1,ema-vanoni,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q59458509,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Ema%20Vanoni%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Ema%20Vanoni&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Ema%20Vanoni,Q59458509
612,Emil Schumacher,1912-1999,1,emil-schumacher,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Photo_Emil_Schumacher.jpg,https://commons.wikimedia.org/wiki/File:Photo_Emil_Schumacher.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q449119,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Emil%20Schumacher%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Emil%20Schumacher&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Emil%20Schumacher,Q449119
613,Emile-Louis Derbier,1800-1900,1,emile-louis-derbier,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q59395402,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Emile-Louis%20Derbier%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Emile-Louis%20Derbier&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Emile-Louis%20Derbier,Q59395402
614,Emiliano Di Cavalcanti,1897-1976,1,emiliano-di-cavalcanti,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Di_Cavalcanti%2C_1964_-_restored_%28cropped%29.tif,https://commons.wikimedia.org/wiki/File:Di_Cavalcanti%2C_1964_-_restored_%28cropped%29.tif,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q1793637,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Emiliano%20Di%20Cavalcanti%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Emiliano%20Di%20Cavalcanti&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Emiliano%20Di%20Cavalcanti,Q1793637
615,Emiliano Gironella,1972-,1,emiliano-gironella,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q59462080,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Emiliano%20Gironella%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Emiliano%20Gironella&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Emiliano%20Gironella,Q59462080
616,Emiliano López Javier,1959-,1,emiliano-lopez-javier,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q59491242,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Emiliano%20L%C3%B3pez%20Javier%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Emiliano%20L%C3%B3pez%20Javier&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Emiliano%20L%C3%B3pez%20Javier,Q59491242
617,Emilio Petorutti,1892-1971,1,emilio-petorutti,necesita imagen,,,,,,,,artist_not_found_in_wikidata,,https://commons.wikimedia.org/w/index.php?search=Emilio%20Petorutti%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Emilio%20Petorutti&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Emilio%20Petorutti,
618,Emma de Badetto,1906-1993,1,emma-de-badetto,necesita imagen,,,,,,,,artist_not_found_in_wikidata,,https://commons.wikimedia.org/w/index.php?search=Emma%20de%20Badetto%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Emma%20de%20Badetto&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Emma%20de%20Badetto,
619,Enrico Astorri,1859-1921,1,enrico-astorri,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q3725600,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Enrico%20Astorri%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Enrico%20Astorri&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Enrico%20Astorri,Q3725600
620,Enrique Flores,1963-,1,enrique-flores,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q40832025,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Enrique%20Flores%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Enrique%20Flores&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Enrique%20Flores,Q40832025
621,Enrique Leon Voisin,,1,enrique-leon-voisin,necesita imagen,,,,,,,,artist_not_found_in_wikidata,,https://commons.wikimedia.org/w/index.php?search=Enrique%20Leon%20Voisin%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Enrique%20Leon%20Voisin&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Enrique%20Leon%20Voisin,
622,Enrique Pérez,1950-,1,enrique-perez,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q59635424,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Enrique%20P%C3%A9rez%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Enrique%20P%C3%A9rez&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Enrique%20P%C3%A9rez,Q59635424
623,Enrique Serra,1859-1918,1,enrique-serra,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Ramon_Casas_-_MNAC-_Enric_Serra-_027266-D_006417.jpg,https://commons.wikimedia.org/wiki/File:Ramon_Casas_-_MNAC-_Enric_Serra-_027266-D_006417.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q11919354,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Enrique%20Serra%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Enrique%20Serra&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Enrique%20Serra,Q11919354
624,Ernesto Alexandro,1906-1948,1,ernesto-alexandro,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42383774,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Ernesto%20Alexandro%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Ernesto%20Alexandro&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Ernesto%20Alexandro,Q42383774
625,Esther Raszap de Sandman,1928-2017,1,esther-raszap-de-sandman,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42386691,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Esther%20Raszap%20de%20Sandman%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Esther%20Raszap%20de%20Sandman&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Esther%20Raszap%20de%20Sandman,Q42386691
626,Eugène Arbeit,1825-1900,1,eugene-arbeit,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q3059694,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Eug%C3%A8ne%20Arbeit%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Eug%C3%A8ne%20Arbeit&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Eug%C3%A8ne%20Arbeit,Q3059694
627,Eugène de Kermadec,1899-1976,1,eugene-de-kermadec,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q870193,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Eug%C3%A8ne%20de%20Kermadec%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Eug%C3%A8ne%20de%20Kermadec&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Eug%C3%A8ne%20de%20Kermadec,Q870193
628,Eva Schwartz,1904-,1,eva-schwartz,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42383599,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Eva%20Schwartz%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Eva%20Schwartz&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Eva%20Schwartz,Q42383599
629,Eve Renee Nele,1932-,1,eve-renee-nele,necesita imagen,,,,,,,,artist_not_found_in_wikidata,,https://commons.wikimedia.org/w/index.php?search=Eve%20Renee%20Nele%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Eve%20Renee%20Nele&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Eve%20Renee%20Nele,
630,Federico Barocci,1535-1612,1,federico-barocci,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Federico_Barocci_-_Autoportrait.jpg,https://commons.wikimedia.org/wiki/File:Federico_Barocci_-_Autoportrait.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q316731,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Federico%20Barocci%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Federico%20Barocci&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Federico%20Barocci,Q316731
631,Federico J. Waugh,,1,federico-j-waugh,necesita imagen,,,,,,,,artist_not_found_in_wikidata,,https://commons.wikimedia.org/w/index.php?search=Federico%20J.%20Waugh%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Federico%20J.%20Waugh&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Federico%20J.%20Waugh,
632,Federico Soneira Villademoros,1830-1900,1,federico-soneira-villademoros,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42381216,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Federico%20Soneira%20Villademoros%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Federico%20Soneira%20Villademoros&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Federico%20Soneira%20Villademoros,Q42381216
633,Felipe Menini,1873-1940,1,felipe-menini,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42405545,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Felipe%20Menini%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Felipe%20Menini&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Felipe%20Menini,Q42405545
634,Felipe Secco,1964-,1,felipe-secco,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42401995,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Felipe%20Secco%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Felipe%20Secco&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Felipe%20Secco,Q42401995
635,Félix Morelli,1857-1922,1,felix-morelli,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/MorelliFelix.png,https://commons.wikimedia.org/wiki/File:MorelliFelix.png,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q28937431,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=F%C3%A9lix%20Morelli%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=F%C3%A9lix%20Morelli&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=F%C3%A9lix%20Morelli,Q28937431
636,Fernand Debonnaires,1907-1997,1,fernand-debonnaires,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q21645237,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Fernand%20Debonnaires%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Fernand%20Debonnaires&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Fernand%20Debonnaires,Q21645237
637,Fernando Aceves Humana,1969-,1,fernando-aceves-humana,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q28784517,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Fernando%20Aceves%20Humana%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Fernando%20Aceves%20Humana&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Fernando%20Aceves%20Humana,Q28784517
638,Fernando Andriacci,1972-,1,fernando-andriacci,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Fernando_Andriacci_de_visita_en_Quer%C3%A9taro.jpg,https://commons.wikimedia.org/wiki/File:Fernando_Andriacci_de_visita_en_Quer%C3%A9taro.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q29121868,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Fernando%20Andriacci%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Fernando%20Andriacci&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Fernando%20Andriacci,Q29121868
639,Fernando Barrios,1968-,1,fernando-barrios,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q82831945,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Fernando%20Barrios%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Fernando%20Barrios&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Fernando%20Barrios,Q82831945
640,Fernando de Szyszlo,1925-2017,1,fernando-de-szyszlo,necesita imagen,,https://commons.wikimedia.org/wiki/Special:FilePath/Fernando_de_Szyszlo_2009.jpg,https://commons.wikimedia.org/wiki/File:Fernando_de_Szyszlo_2009.jpg,Wikidata P18 / Wikimedia Commons,https://www.wikidata.org/wiki/Q5445006,check_commons_file_page,portrait_or_artist_image,image_found,,https://commons.wikimedia.org/w/index.php?search=Fernando%20de%20Szyszlo%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Fernando%20de%20Szyszlo&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Fernando%20de%20Szyszlo,Q5445006
641,Fidel Sclavo,1960-,1,fidel-sclavo,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42392305,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Fidel%20Sclavo%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Fidel%20Sclavo&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Fidel%20Sclavo,Q42392305
642,Flor Minor,1961-,1,flor-minor,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q21010149,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Flor%20Minor%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Flor%20Minor&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Flor%20Minor,Q21010149
643,Fox Trinaz,1899-1964,1,fox-trinaz,necesita imagen,,,,,,,,artist_not_found_in_wikidata,,https://commons.wikimedia.org/w/index.php?search=Fox%20Trinaz%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Fox%20Trinaz&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Fox%20Trinaz,
644,Francesco Mancini,1830-1905,1,francesco-mancini,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q1356310,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Francesco%20Mancini%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Francesco%20Mancini&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Francesco%20Mancini,Q1356310
645,Francisco Gómez Arballo,1938-,1,francisco-gomez-arballo,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q42405584,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Francisco%20G%C3%B3mez%20Arballo%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Francisco%20G%C3%B3mez%20Arballo&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Francisco%20G%C3%B3mez%20Arballo,Q42405584
646,Francisco Villar,,1,francisco-villar,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q61149074,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Francisco%20Villar%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Francisco%20Villar&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Francisco%20Villar,Q61149074
647,Franco Aceves Humana,1965-,1,franco-aceves-humana,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q43131763,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Franco%20Aceves%20Humana%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Franco%20Aceves%20Humana&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Franco%20Aceves%20Humana,Q43131763
648,Francoise Barón de Gerard,1770-1837,1,francoise-baron-de-gerard,necesita imagen,,,,,,,,artist_not_found_in_wikidata,,https://commons.wikimedia.org/w/index.php?search=Francoise%20Bar%C3%B3n%20de%20Gerard%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Francoise%20Bar%C3%B3n%20de%20Gerard&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Francoise%20Bar%C3%B3n%20de%20Gerard,
649,Franklin Undini,,1,franklin-undini,necesita imagen,,,,"Wikidata found, no P18 image",https://www.wikidata.org/wiki/Q59395419,,,needs_fallback_search,"Search Commons/MNAV for portrait, self-portrait, or representative artwork.",https://commons.wikimedia.org/w/index.php?search=Franklin%20Undini%20artista%20uruguayo&title=Special:MediaSearch&type=image,https://www.wikidata.org/w/index.php?search=Franklin%20Undini&title=Special:Search&ns0=1,https://mnav.gub.uy/cms.php?buscar=Franklin%20Undini,Q59395419
